#plotPCA --outFileNameData
Component	ESC_IgG_10k_rep1	ESC_IgG_1k_rep1	ESC_IgG_1k_rep2	ESC_Nanog_100k_rep1	ESC_Nanog_10k_rep1	ESC_Nanog_1k_rep1	ESC_Nanog_1k_rep2	ESC_Nanog_5k_rep1	ESC_Sox2_100k_rep1	ESC_Sox2_10k_rep1	ESC_Sox2_10k_rep2	ESC_Sox2_1k_rep1	ESC_Sox2_1k_rep2	ESC_Sox2_1k_rep3	ESC_Sox2_1k_rep4	ESC_Sox2_5k_rep1	TSC_Cdx2_100k_rep1	TSC_Cdx2_100k_rep2	TSC_Cdx2_10k_rep1	TSC_Cdx2_10k_rep2	TSC_Cdx2_1k_rep1	TSC_Cdx2_1k_rep2	TSC_Cdx2_1k_rep3	TSC_Cdx2_1k_rep4	TSC_Cdx2_5k_rep1	TSC_Cdx2_5k_rep2	TSC_IgG_10k_rep1	TSC_IgG_1k_rep1	TSC_IgG_1k_rep2	Eigenvalue
12	-0.8323143002227866	0.32053917912522817	0.36636644738584145	-0.14198711564226454	0.7048815408847383	0.8408260065159376	-1.6816754820157862	1.2586061306944116	-0.07985539674332856	-0.0396412553714752	-0.039653635602171916	-0.016029726208172806	-0.19795945951600358	-0.015996755908990218	-0.19790086635536946	0.39619063405522537	1.7337963360660886	0.5493343596613615	0.174503302569831	-1.1168828543821383	0.019011611401170594	-0.291596873984736	-0.45212511455643334	-2.010177923232366	0.5933149334130793	1.9266568333834042	-0.7702725320848488	-0.4393473829797933	-0.5606106403496445	20.892177262873624
13	-0.402547835708994	-0.6364685413907705	0.9026922060315014	0.42934120654460856	-0.08379313197672733	2.0161667569098554	-1.3826987159561104	-0.5539400640816359	0.08726299659748835	0.15034340700202498	0.15032946690849308	0.032034920756842944	-0.23545608116402544	0.03208261901944515	-0.23542740480152996	-0.005962220648398119	-0.10135026332363764	-1.1495445808341154	0.6076734550642328	-0.6729139253710931	1.6143893563043141	1.2574916735254165	0.36824282458171476	0.63744563363841	0.22169787357858503	-1.5368840162858133	-0.25638451605436324	-0.6050904692544115	-0.6487326296112926	18.16991945802285
14	-0.4495715550124542	2.241518272625625	-1.976355997027311	0.20508499218666632	-0.9979173962545278	1.9029690064717426	-0.04025897110794479	-1.1717186085337865	0.07448365541038313	0.09711419390811661	0.09711039792941588	0.02972314574688778	0.0580660566739466	0.029757167648612193	0.058016996230328605	-0.3088947074854028	-0.49319902196626825	-0.06977427269495844	-0.033257674864883534	-0.31632587299293835	0.0662073319080266	-0.5705304965128472	0.3858579722369577	0.049525767794926276	-0.26316065705504055	0.77662740387683	0.16158657402707874	0.19676230965890543	0.2605539871739111	16.93019618020369
15	-0.007313448909717801	1.4658103378641114	-1.4772650507353702	-0.5468217387627106	0.25884856488272506	-1.2022616348656232	-0.11388666560089898	2.0781597877302342	-0.07840535317105918	-0.10336247434412	-0.10332934226262154	-0.00777625368144047	-0.04662680085893156	-0.007819475090039274	-0.046647614862999134	0.27699745340742743	0.12369856237001038	-0.042984767305090696	0.4685117818640887	-1.227459515355021	0.6101440178441845	0.48424729094833346	0.2854546802404876	0.9718727694653497	0.2757953527307994	-1.2151575877973468	-0.2967484845433045	-0.42095412324683434	-0.35472026795461437	15.902701724061398
16	-1.2307600044882605	1.0733392181250996	-0.0752186402597873	-0.49125158122281076	2.7960364743709754	-0.6390610621340507	-0.32309791164059776	-1.5363885140949836	0.17533327810407362	0.03275250699516799	0.0327638470207752	-0.026097073987719654	-0.042654918829038796	-0.02611633002045055	-0.04265018325209674	-0.00559691635766868	-0.31035547328532775	0.01584178732995746	0.22643485158012774	0.7657923620785461	0.26365101168396354	-0.04282097658321821	-0.38999308353024265	-0.308868508304816	0.5891943800698773	-0.6313967615405172	-0.06944133584940149	0.12270979808051696	0.097919759941894	15.471237019593463
17	1.4817585574826648	-0.6788986995888364	-0.3872811652353805	-0.15006981383894857	1.3535209222223827	-0.3221133396174145	0.05405613717077638	-1.2360929879343643	-0.06905676094451464	-0.05983808822521977	-0.05982506705437643	0.02830347950141207	0.005512184651583721	0.028253758783525568	0.0054946318949231215	0.058050100756586814	0.061988013271415024	0.06304893714620384	-0.3192437980392087	-2.2231939594846706	0.3506116015484252	0.14932953639814764	0.6080579764383363	0.7782610270829767	-0.7322834665624769	1.1966499430108195	0.1900985685293775	-0.09289696694020319	-0.08220126242393516	14.505314293249146
18	0.5909395213481331	-0.17823123491805748	-0.35002943437739137	0.030366365067461848	0.06764962191972095	0.6766551061124405	-0.06547905440584938	-0.660541798726505	0.022445369044583774	0.010502862805112784	0.010502652616991986	0.01096864404130743	0.05605594649000287	0.010888672050093973	0.05608093820233209	-0.14314339321606576	1.8042079533690858	1.8325015302329648	0.19101187669585143	-0.20179666701973847	-0.9895426091079147	-0.6248712071161767	0.11380030882650549	0.05611667318667779	-0.17999678742093211	-1.8616646511593715	-0.0735604380675089	-0.05322048983310201	-0.15861627664064687	13.04299146685124
19	0.12418398048107293	-0.27365288132803633	0.250798876581966	0.07101239671875384	-0.2909733935198513	-0.12165552062827323	0.2295279670719672	0.017126953827795922	-0.0004303078547469377	0.017987399533548075	0.017967939090709005	0.00168895531055192	0.017669554229001905	0.0016589163682394596	0.017603255688329156	-0.06841297483919576	-0.9110122959322995	1.2627811267829228	-0.047308723029003935	-0.3501365560240398	1.9855243659626798	-1.6629010889711178	-0.22805785381197716	-0.31628570161203096	0.620303258361804	-0.22645067843341665	-0.21408122513480032	0.031332828839680665	0.044191426269771586	10.210455816372221
20	-0.40781788772454974	0.16330061368227827	0.11203673539859191	-0.19157999387301	0.07836852227676566	0.2660691511069243	-0.20331373192997437	0.2434176022058681	-0.06368753576375355	-0.011637621404069903	-0.011649832083225148	0.01826486499010227	-0.01526175459107515	0.01823295116721768	-0.015205361331262768	0.05209218991230488	0.3077752446060679	0.6706356069640221	-0.5416123613868224	0.27992818128191466	0.6678437953206426	0.4258235301107064	-1.858418106336659	0.9942107424348325	-1.6060263330817675	0.262818041096447	-0.0067206598783948746	0.04547029253476288	0.32664311429511306	9.17082935791341
21	-0.32749126818476504	0.03595377360478941	0.18634879833988802	-0.13432596139074504	0.15679450518678975	-0.26485924383206094	0.09672383887359502	0.19730740305263678	-0.00865106008707145	-0.021328222626994034	-0.021308499821787077	0.009975567575956273	0.042834233812365334	0.01013989865735429	0.042794450835990615	-0.05608279176036958	0.5328831043739192	-0.5824999108469402	1.055666219246759	0.3320336447192551	0.6278288709745947	-0.830035047868358	1.1065759519906386	-0.5510632632106587	-1.9187750951344702	-0.12272765202289937	0.06719042448187673	0.24461264399030408	0.09348468707040336	8.541436337034675
22	-0.22342875864705866	0.1381773964827494	0.05698135765108741	-0.03798003124567867	0.005718377525985224	-0.02060738890337732	-0.05725207176832939	0.12648931109045675	-0.02435849695504981	0.0011344530510190576	0.0011368116002948292	0.00792044954087573	0.012339863821845945	0.008108308956874255	0.012185897915456531	-0.007367818333306714	-0.8067536317765677	1.2224615258509024	-0.9047956395932957	0.0005853244508923217	0.13199548397656832	1.352705459192044	1.0113949421287798	-1.0353988900103746	-0.6792933028352574	-0.24065992204687683	-0.0048532922795884725	-0.01695271757826322	-0.029633001262815872	7.52118712514904
23	-0.034121432613211766	-0.11493635099595334	0.15232923113322705	-0.023451025983143803	-0.03896599007026863	0.11460683377465318	-0.01603067271762948	-0.00760331901894578	-0.026762605068222006	-0.004021200542863423	-0.004030987722379253	-0.0076037523621654834	0.05708031427906049	-0.007603869461451307	0.05705583264765576	-0.04720850436632362	-1.0927254823538244	0.7050589356755201	1.955736948062857	-0.46468166739062067	-0.7159391391902292	0.3525332173831344	-0.5724538836839375	-0.10584588484845414	-0.2186827162611001	0.15583989111960198	0.00737660493421205	-0.01832483115604966	-0.03662449320315059	6.844291349458209
24	0.1643208641207846	-0.020913420719331534	-0.04032245969298804	0.03498358753171907	-0.06459405170831688	-0.03675733882927557	0.09427449707846111	-0.12299944890585147	0.0008755466593187711	0.024788631477681622	0.024788954360752347	-0.0039107757539273424	0.002494603944943552	-0.0038937660719783884	0.0024239541949968024	-0.03000804061521295	0.07517043102169144	-0.10720167057450886	0.08480656854388394	-0.055107239510260614	0.040368464903245665	0.20906055186059547	0.01893177481838637	-0.05786623753796505	0.03460572571171505	-0.05115541525465317	-1.3873700594127938	0.31184595495767686	0.8583598134011945	2.901055458223301
25	0.01588430994194854	0.02138743594274603	-0.010796103087234402	0.03750010530023251	-0.024826450484927043	-0.02001348278566907	-0.005370489050444106	-0.014576633707541142	-0.014785047126557996	-0.0018955974530480701	-0.0019314755063246092	0.0016976813668901749	0.003988359686515376	0.0016502563470118638	0.003999460183596405	0.0032978756074891202	-0.0146344662768369	-0.0010264448749017219	-0.031167113720229747	-0.011527162930937696	0.01613932022794804	0.05379196675513287	-0.057983777909832016	0.0635797052318073	-0.012903067178423364	0.007569183903803803	-0.2568801052752183	1.0639397065897236	-0.8141079497167254	1.8765937252919158
26	2.0947153011067685e-08	-1.0148333269219267e-08	-1.171575481767606e-08	-8.506272471120457e-09	1.0096821094485176e-08	-1.935490451937527e-09	9.394693051278935e-09	-7.105195678341891e-09	1.9804294114356136e-08	9.706505248556485e-07	-9.842888036119823e-07	-0.0013164188467046645	-1.0984783903288109e-05	0.0013164207410674977	1.0982627323859184e-05	-1.5972088582283384e-09	2.018864192487868e-08	2.1677756395499514e-09	-3.963006887930387e-09	-2.1262700093671594e-08	-2.21742851094775e-08	-3.5362130869354136e-08	-6.661255991247117e-08	6.652274727597662e-08	6.11644787769372e-08	-3.4812875429612866e-09	-4.814676157760545e-10	2.9773072431071856e-08	-3.181348720918131e-08	3.466165360566812e-06
27	1.620745343489105e-09	-4.8927242257690295e-09	8.05425016958683e-09	6.188521105288114e-09	1.000024173886116e-08	7.575153282424196e-09	-2.5916951192778148e-08	6.570116922732794e-09	-1.4815645613119877e-08	1.1271326255772596e-06	-1.1303921049095333e-06	-8.07301783606329e-06	0.000967408349965837	8.06856058790939e-06	-0.0009673946324208274	7.821749400949152e-09	2.6136908647805823e-08	-2.1722911448807114e-08	5.695773505620672e-10	1.0117119614294623e-08	-1.6960319506459376e-08	-2.0886563097122224e-08	-3.363297874231508e-08	3.089211280532522e-08	1.028032156537989e-08	5.331393253954486e-09	2.8345127998236075e-08	-2.8185208403308515e-09	-2.385754290651354e-08	1.8718641207859416e-06
28	6.582852318803845e-11	-1.1523984336236914e-09	1.2476762747959391e-09	1.1149017820066831e-09	-1.6871787092420654e-09	2.2453323193782904e-09	-4.670040881782356e-10	-8.671663673590069e-10	6.617162165434287e-10	-0.0003494612853539858	0.00034946024819210164	-2.629958477662342e-07	4.0613355347524083e-07	2.6273542119703563e-07	-4.049806909961484e-07	-5.739126396342442e-10	-1.0470393024819558e-09	1.5417802659567492e-09	-2.922116090764426e-10	4.238491432828617e-10	9.032312536794151e-10	1.8177519212070337e-10	-3.202462874746237e-09	-1.7334492175002936e-10	1.152348348687493e-09	9.584637215842573e-10	-1.998895576837967e-09	6.77511276248044e-09	-5.665670876897622e-09	2.442461222913561e-07
29	-1.3183898417423734e-15	2.525757381022231e-15	2.0469737016526324e-15	1.1934897514720433e-14	8.1601392309949e-15	6.522560269672795e-15	9.492406860545088e-15	6.591949208711867e-15	7.077671781985373e-15	8.770761894538737e-15	8.715250743307479e-15	1.1712852909795402e-14	9.020562075079397e-15	1.2823075934420558e-14	8.743006318923108e-15	9.992007221626409e-15	3.552713678800501e-15	5.745404152435185e-15	4.579669976578771e-15	5.218048215738236e-15	3.4416913763379853e-15	4.135580766728708e-15	5.551115123125783e-15	5.717648576819556e-15	3.3306690738754696e-15	5.134781488891349e-15	-6.661338147750939e-16	2.220446049250313e-16	1.942890293094024e-16	4.4897283328865986e-27
