dist_for_fit	mean	var
490000	0.0011679731624556198	7.119692535854251e-07
495000	0.0011594789349887594	7.610869116258459e-07
500000	0.0011583777379900121	7.162920192185243e-07
505000	0.0011448128902330633	6.929083441730727e-07
510000	0.0011416822898504184	6.735753349170972e-07
515000	0.00113695925992129	6.659285092423855e-07
520000	0.0011311108517536774	6.693215052742895e-07
525000	0.0011224495229051551	6.473627908341368e-07
530000	0.0011191010352692076	6.432301085964382e-07
535000	0.0011148392744461395	6.476449251159374e-07
540000	0.001107470799349165	6.208312903734651e-07
545000	0.001102524096548066	6.220399259636467e-07
550000	0.0010980536409920575	6.40014483728238e-07
555000	0.0010931091646537079	6.272326513339483e-07
560000	0.0010913190743358548	6.38607784657274e-07
565000	0.0010873717946145646	6.336898573255592e-07
570000	0.00108087088596406	6.476613658419066e-07
575000	0.0010749157104762304	6.092843634825765e-07
580000	0.0010732574881736374	6.517844498621857e-07
585000	0.001071688099024916	6.979440409338126e-07
590000	0.001066772278237581	6.976714286598225e-07
595000	0.0010580862576403988	5.808400028826034e-07
600000	0.0010567325567258782	5.99485430749643e-07
605000	0.0010542556328690385	5.823633963384662e-07
610000	0.0010490995899358046	5.68118640811649e-07
615000	0.0010447633378023028	6.810352649434483e-07
620000	0.0010406489348873645	6.439657693936488e-07
625000	0.0010378228637994446	5.66742516236243e-07
630000	0.0010361620825497407	5.470169577650575e-07
635000	0.00102893443916041	6.060906283385063e-07
640000	0.001028656910698238	5.578008757954549e-07
645000	0.0010234509275681614	5.50292242212369e-07
650000	0.001022477088293696	7.064391994170536e-07
655000	0.001018718195536663	5.459012794549755e-07
660000	0.0010140522419079647	5.635658403032417e-07
665000	0.0010128098458322622	5.320763276371461e-07
670000	0.0010091560947292624	5.689339065932772e-07
675000	0.0010056117543608882	5.319238920611789e-07
680000	0.0010029714772628148	5.670813262222597e-07
685000	0.0009997274343403707	5.660205793211663e-07
690000	0.0009951348829376383	5.201346612588617e-07
695000	0.0009967721474494144	5.620970184451604e-07
700000	0.0009892344233334333	4.919283446695589e-07
705000	0.0009878653174190954	5.503799092133534e-07
710000	0.0009830760041947173	5.249473453958114e-07
715000	0.0009840419333249333	5.246383432901742e-07
720000	0.000981098088677285	5.719884778538689e-07
725000	0.000978998888170158	5.33590362219539e-07
730000	0.0009730484405051639	4.803185601636022e-07
735000	0.0009745977860063313	5.189695460088924e-07
740000	0.0009688463920593717	4.866317675198839e-07
745000	0.0009660019051825807	4.6357557010083334e-07
750000	0.0009654931209915753	5.2467080814661e-07
755000	0.0009601322654998437	4.4377054434128273e-07
760000	0.0009609539499848084	4.616656512457608e-07
765000	0.0009566377337080243	4.890909915969777e-07
770000	0.0009552487190680681	4.5629817572770837e-07
775000	0.0009516984376342956	4.4601080765369304e-07
780000	0.0009551472684869578	4.968247016717585e-07
785000	0.0009488206204113269	4.4348106268312544e-07
790000	0.0009486812099591336	4.7507759090305066e-07
795000	0.000945541278113589	4.457479264988216e-07
800000	0.000941730427465292	4.421080088161286e-07
805000	0.0009413745551203934	4.3622715116437995e-07
810000	0.0009378814685007863	4.409056779767402e-07
815000	0.000937023102804581	4.2285213008407236e-07
820000	0.0009339012238468378	4.197392166875036e-07
825000	0.0009341200513557411	4.6709895066309884e-07
830000	0.0009314942122994861	4.152948697784201e-07
835000	0.0009295119941886692	4.448260822943395e-07
840000	0.00092931336127272	4.2364649331993233e-07
845000	0.0009253027913062781	4.2222141053884616e-07
850000	0.0009238803759840247	4.137581823242391e-07
855000	0.0009218569189989978	4.0705529332557185e-07
860000	0.0009174964289128257	4.28095916859071e-07
865000	0.0009214769189122912	4.844484205934097e-07
870000	0.0009206262637660215	4.546969755514938e-07
875000	0.0009173424332130305	4.804735081218942e-07
880000	0.0009146000036386017	4.003434018872755e-07
885000	0.0009142019960297365	4.940041935584187e-07
890000	0.0009084363735347797	4.0913102488017117e-07
895000	0.000908002015219099	4.168227599219392e-07
900000	0.000909691858163344	4.08316992742297e-07
905000	0.0009075697187237556	3.8759017201723456e-07
910000	0.0009036588411951659	3.959875559147267e-07
915000	0.0009011626816577009	3.761666096250921e-07
920000	0.000902970333968173	3.7987283781601835e-07
925000	0.0009041752355612767	3.962005567640282e-07
930000	0.0009003128259989046	4.991304348999549e-07
935000	0.0008973724059503755	3.827217764589356e-07
940000	0.0008956855042167236	4.0684405310242475e-07
945000	0.0008971881848477762	3.9101246193855357e-07
950000	0.0008931235641642955	4.0828225921204024e-07
955000	0.0008941352292234032	4.4062218724409216e-07
960000	0.0008909018022633195	4.3570300331677434e-07
965000	0.0009013380308689004	7.329877748069989e-07
970000	0.0008914946618899982	4.0823302487068423e-07
975000	0.0008883386698525859	3.764503908310711e-07
980000	0.0008893374566568438	3.9424555937428455e-07
985000	0.0008831395062257495	3.698242287173821e-07
990000	0.0008820104234034946	3.6659688417565535e-07
995000	0.0008810415171712684	3.6893890090240487e-07
1000000	0.0008808904773486216	3.7359050128058704e-07
